LocationType,Location,Race,TimeFrame,DataFormat,Data
State,Wisconsin,Non-Hispanic Two or More Race Groups,2014,Number,40249
State,Wisconsin,Non-Hispanic White alone,2014,Number,3795175
State,Wisconsin,Total Ages 18 and Over,2014,Number,4450687
State,Washington,Hispanic or Latino,2014,Number,522031
State,Washington,Non-Hispanic American Indian and Alaskan Native alone,2014,Number,68301
State,Washington,Non-Hispanic Asian alone,2014,Number,450854
State,Washington,Non-Hispanic Black alone,2014,Number,193832
State,Washington,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2014,Number,32291
State,Washington,Non-Hispanic Two or More Race Groups,2014,Number,146981
State,Washington,Non-Hispanic White alone,2014,Number,4040530
State,Washington,Total Ages 18 and Over,2014,Number,5454820
State,Vermont,Hispanic or Latino,2014,Number,7876
State,Vermont,Non-Hispanic American Indian and Alaskan Native alone,2014,Number,1654
State,Vermont,Non-Hispanic Asian alone,2014,Number,7206
State,Vermont,Non-Hispanic Black alone,2014,Number,4757
State,Vermont,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2014,Number,132
State,Vermont,Non-Hispanic Two or More Race Groups,2014,Number,6238
State,Vermont,Non-Hispanic White alone,2014,Number,476289
State,Vermont,Total Ages 18 and Over,2014,Number,504152
State,Virginia,Hispanic or Latino,2014,Number,491321
State,Virginia,Non-Hispanic American Indian and Alaskan Native alone,2014,Number,17706
State,Virginia,Non-Hispanic Asian alone,2014,Number,395791
State,Virginia,Non-Hispanic Black alone,2014,Number,1205160
State,Virginia,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2014,Number,4590
State,Virginia,Non-Hispanic Two or More Race Groups,2014,Number,101394
State,Virginia,Non-Hispanic White alone,2014,Number,4233539
State,Virginia,Total Ages 18 and Over,2014,Number,6449501
State,Tennessee,Hispanic or Latino,2014,Number,199070
State,Tennessee,Non-Hispanic American Indian and Alaskan Native alone,2014,Number,14417
State,Tennessee,Non-Hispanic Asian alone,2014,Number,81874
State,Tennessee,Non-Hispanic Black alone,2014,Number,805279
State,Tennessee,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2014,Number,2360
State,Tennessee,Non-Hispanic Two or More Race Groups,2014,Number,50633
State,Tennessee,Non-Hispanic White alone,2014,Number,3895206
State,Tennessee,Total Ages 18 and Over,2014,Number,5048839
State,South Carolina,Hispanic or Latino,2014,Number,164249
State,South Carolina,Non-Hispanic American Indian and Alaskan Native alone,2014,Number,13914
State,South Carolina,Non-Hispanic Asian alone,2014,Number,55461
State,South Carolina,Non-Hispanic Black alone,2014,Number,984294
State,South Carolina,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2014,Number,2027
State,South Carolina,Non-Hispanic Two or More Race Groups,2014,Number,34629
State,South Carolina,Non-Hispanic White alone,2014,Number,2488372
State,South Carolina,Total Ages 18 and Over,2014,Number,3742946
State,South Dakota,Hispanic or Latino,2014,Number,17443
State,South Dakota,Non-Hispanic American Indian and Alaskan Native alone,2014,Number,44189
State,South Dakota,Non-Hispanic Asian alone,2014,Number,7639
State,South Dakota,Non-Hispanic Black alone,2014,Number,9783
State,South Dakota,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2014,Number,312
State,South Dakota,Non-Hispanic Two or More Race Groups,2014,Number,7726
State,South Dakota,Non-Hispanic White alone,2014,Number,552737
State,South Dakota,Total Ages 18 and Over,2014,Number,639829
State,Texas,Hispanic or Latino,2014,Number,6909316
State,Texas,Non-Hispanic American Indian and Alaskan Native alone,2014,Number,69668
State,Texas,Non-Hispanic Asian alone,2014,Number,905522
State,Texas,Non-Hispanic Black alone,2014,Number,2326320
State,Texas,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2014,Number,15639
State,Texas,Non-Hispanic Two or More Race Groups,2014,Number,191400
State,Texas,Non-Hispanic White alone,2014,Number,9401255
State,Texas,Total Ages 18 and Over,2014,Number,19819120
State,Utah,Hispanic or Latino,2014,Number,240849
State,Utah,Non-Hispanic American Indian and Alaskan Native alone,2014,Number,19840
State,Utah,Non-Hispanic Asian alone,2014,Number,51122
State,Utah,Non-Hispanic Black alone,2014,Number,19733
State,Utah,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2014,Number,17508
State,Utah,Non-Hispanic Two or More Race Groups,2014,Number,25612
State,Utah,Non-Hispanic White alone,2014,Number,1659398
State,Utah,Total Ages 18 and Over,2014,Number,2034062
State,Rhode Island,Hispanic or Latino,2014,Number,99936
State,Rhode Island,Non-Hispanic American Indian and Alaskan Native alone,2014,Number,3287
State,Rhode Island,Non-Hispanic Asian alone,2014,Number,27746
State,Rhode Island,Non-Hispanic Black alone,2014,Number,44540
State,Rhode Island,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2014,Number,499
State,Rhode Island,Non-Hispanic Two or More Race Groups,2014,Number,11168
State,Rhode Island,Non-Hispanic White alone,2014,Number,656860
State,Rhode Island,Total Ages 18 and Over,2014,Number,844036
State,Oregon,Hispanic or Latino,2014,Number,305351
State,Oregon,Non-Hispanic American Indian and Alaskan Native alone,2014,Number,33928
State,Oregon,Non-Hispanic Asian alone,2014,Number,131495
State,Oregon,Non-Hispanic Black alone,2014,Number,52606
State,Oregon,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2014,Number,10824
State,Oregon,Non-Hispanic Two or More Race Groups,2014,Number,70162
State,Oregon,Non-Hispanic White alone,2014,Number,2500602
State,Oregon,Total Ages 18 and Over,2014,Number,3104968
State,Pennsylvania,Hispanic or Latino,2014,Number,546057
State,Pennsylvania,Non-Hispanic American Indian and Alaskan Native alone,2014,Number,14086
State,Pennsylvania,Non-Hispanic Asian alone,2014,Number,315799
State,Pennsylvania,Non-Hispanic Black alone,2014,Number,1015102
State,Pennsylvania,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2014,Number,2725
State,Pennsylvania,Non-Hispanic Two or More Race Groups,2014,Number,94493
State,Pennsylvania,Non-Hispanic White alone,2014,Number,8100254
State,Pennsylvania,Total Ages 18 and Over,2014,Number,10088516
State,Ohio,Hispanic or Latino,2014,Number,254028
State,Ohio,Non-Hispanic American Indian and Alaskan Native alone,2014,Number,17842
State,Ohio,Non-Hispanic Asian alone,2014,Number,180582
State,Ohio,Non-Hispanic Black alone,2014,Number,1042123
State,Ohio,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2014,Number,2758
State,Ohio,Non-Hispanic Two or More Race Groups,2014,Number,104139
State,Ohio,Non-Hispanic White alone,2014,Number,7361555
State,Ohio,Total Ages 18 and Over,2014,Number,8963027
State,Oklahoma,Hispanic or Latino,2014,Number,228636
State,Oklahoma,Non-Hispanic American Indian and Alaskan Native alone,2014,Number,223794
State,Oklahoma,Non-Hispanic Asian alone,2014,Number,61682
State,Oklahoma,Non-Hispanic Black alone,2014,Number,208978
State,Oklahoma,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2014,Number,3551
State,Oklahoma,Non-Hispanic Two or More Race Groups,2014,Number,118666
State,Oklahoma,Non-Hispanic White alone,2014,Number,2078567
State,Oklahoma,Total Ages 18 and Over,2014,Number,2923874
State,North Dakota,Hispanic or Latino,2014,Number,14033
State,North Dakota,Non-Hispanic American Indian and Alaskan Native alone,2014,Number,24222
State,North Dakota,Non-Hispanic Asian alone,2014,Number,7548
State,North Dakota,Non-Hispanic Black alone,2014,Number,10368
State,North Dakota,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2014,Number,279
State,North Dakota,Non-Hispanic Two or More Race Groups,2014,Number,6550
State,North Dakota,Non-Hispanic White alone,2014,Number,506986
State,North Dakota,Total Ages 18 and Over,2014,Number,569986
State,North Carolina,Hispanic or Latino,2014,Number,531242
State,North Carolina,Non-Hispanic American Indian and Alaskan Native alone,2014,Number,84817
State,North Carolina,Non-Hispanic Asian alone,2014,Number,195136
State,North Carolina,Non-Hispanic Black alone,2014,Number,1600870
State,North Carolina,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2014,Number,4430
State,North Carolina,Non-Hispanic Two or More Race Groups,2014,Number,84111
State,North Carolina,Non-Hispanic White alone,2014,Number,5152133
State,North Carolina,Total Ages 18 and Over,2014,Number,7652739
State,New Mexico,Hispanic or Latino,2014,Number,700608
State,New Mexico,Non-Hispanic American Indian and Alaskan Native alone,2014,Number,129692
State,New Mexico,Non-Hispanic Asian alone,2014,Number,24521
State,New Mexico,Non-Hispanic Black alone,2014,Number,29381
State,New Mexico,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2014,Number,1062
State,New Mexico,Non-Hispanic Two or More Race Groups,2014,Number,17960
State,New Mexico,Non-Hispanic White alone,2014,Number,682976
State,New Mexico,Total Ages 18 and Over,2014,Number,1586200
State,New York,Hispanic or Latino,2014,Number,2637524
State,New York,Non-Hispanic American Indian and Alaskan Native alone,2014,Number,43689
State,New York,Non-Hispanic Asian alone,2014,Number,1281408
State,New York,Non-Hispanic Black alone,2014,Number,2205703
State,New York,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2014,Number,6589
State,New York,Non-Hispanic Two or More Race Groups,2014,Number,179637
State,New York,Non-Hispanic White alone,2014,Number,9091460
State,New York,Total Ages 18 and Over,2014,Number,15446010
State,New Hampshire,Hispanic or Latino,2014,Number,28830
State,New Hampshire,Non-Hispanic American Indian and Alaskan Native alone,2014,Number,2290
State,New Hampshire,Non-Hispanic Asian alone,2014,Number,27093
State,New Hampshire,Non-Hispanic Black alone,2014,Number,11611
State,New Hampshire,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2014,Number,281
State,New Hampshire,Non-Hispanic Two or More Race Groups,2014,Number,10346
State,New Hampshire,Non-Hispanic White alone,2014,Number,985866
State,New Hampshire,Total Ages 18 and Over,2014,Number,1066317
State,New Jersey,Hispanic or Latino,2014,Number,1203042
State,New Jersey,Non-Hispanic American Indian and Alaskan Native alone,2014,Number,9599
State,New Jersey,Non-Hispanic Asian alone,2014,Number,616239
State,New Jersey,Non-Hispanic Black alone,2014,Number,870682
State,New Jersey,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2014,Number,2201
State,New Jersey,Non-Hispanic Two or More Race Groups,2014,Number,67520
State,New Jersey,Non-Hispanic White alone,2014,Number,4098988
State,New Jersey,Total Ages 18 and Over,2014,Number,6868271
State,Nevada,Hispanic or Latino,2014,Number,513450
State,Nevada,Non-Hispanic American Indian and Alaskan Native alone,2014,Number,19109
State,Nevada,Non-Hispanic Asian alone,2014,Number,180638
State,Nevada,Non-Hispanic Black alone,2014,Number,174447
State,Nevada,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2014,Number,12578
State,Nevada,Non-Hispanic Two or More Race Groups,2014,Number,47598
State,Nevada,Non-Hispanic White alone,2014,Number,1210511
State,Nevada,Total Ages 18 and Over,2014,Number,2158331
State,Montana,Hispanic or Latino,2014,Number,22351
State,Montana,Non-Hispanic American Indian and Alaskan Native alone,2014,Number,40986
State,Montana,Non-Hispanic Asian alone,2014,Number,6469
State,Montana,Non-Hispanic Black alone,2014,Number,3581
State,Montana,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2014,Number,551
State,Montana,Non-Hispanic Two or More Race Groups,2014,Number,13742
State,Montana,Non-Hispanic White alone,2014,Number,709371
State,Montana,Total Ages 18 and Over,2014,Number,797051
State,Nebraska,Hispanic or Latino,2014,Number,113044
State,Nebraska,Non-Hispanic American Indian and Alaskan Native alone,2014,Number,10201
State,Nebraska,Non-Hispanic Asian alone,2014,Number,30008
State,Nebraska,Non-Hispanic Black alone,2014,Number,60209
State,Nebraska,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2014,Number,775
State,Nebraska,Non-Hispanic Two or More Race Groups,2014,Number,14185
State,Nebraska,Non-Hispanic White alone,2014,Number,1184010
State,Nebraska,Total Ages 18 and Over,2014,Number,1412432
State,Missouri,Hispanic or Latino,2014,Number,148179
State,Missouri,Non-Hispanic American Indian and Alaskan Native alone,2014,Number,19861
State,Missouri,Non-Hispanic Asian alone,2014,Number,87120
State,Missouri,Non-Hispanic Black alone,2014,Number,512337
State,Missouri,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2014,Number,4621
State,Missouri,Non-Hispanic Two or More Race Groups,2014,Number,59306
State,Missouri,Non-Hispanic White alone,2014,Number,3833947
State,Missouri,Total Ages 18 and Over,2014,Number,4665371
State,Mississippi,Hispanic or Latino,2014,Number,58570
State,Mississippi,Non-Hispanic American Indian and Alaskan Native alone,2014,Number,10077
State,Mississippi,Non-Hispanic Asian alone,2014,Number,23021
State,Mississippi,Non-Hispanic Black alone,2014,Number,802378
State,Mississippi,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2014,Number,788
State,Mississippi,Non-Hispanic Two or More Race Groups,2014,Number,15007
State,Mississippi,Non-Hispanic White alone,2014,Number,1350267
State,Mississippi,Total Ages 18 and Over,2014,Number,2260108
State,Michigan,Hispanic or Latino,2014,Number,298265
State,Michigan,Non-Hispanic American Indian and Alaskan Native alone,2014,Number,42466
State,Michigan,Non-Hispanic Asian alone,2014,Number,217864
State,Michigan,Non-Hispanic Black alone,2014,Number,1022106
State,Michigan,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2014,Number,1934
State,Michigan,Non-Hispanic Two or More Race Groups,2014,Number,103551
State,Michigan,Non-Hispanic White alone,2014,Number,6015237
State,Michigan,Total Ages 18 and Over,2014,Number,7701423
State,Minnesota,Hispanic or Latino,2014,Number,166951
State,Minnesota,Non-Hispanic American Indian and Alaskan Native alone,2014,Number,39681
State,Minnesota,Non-Hispanic Asian alone,2014,Number,177006
State,Minnesota,Non-Hispanic Black alone,2014,Number,204148
State,Minnesota,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2014,Number,1676
State,Minnesota,Non-Hispanic Two or More Race Groups,2014,Number,51512
State,Minnesota,Non-Hispanic White alone,2014,Number,3528661
State,Minnesota,Total Ages 18 and Over,2014,Number,4169635
State,Massachusetts,Hispanic or Latino,2014,Number,502779
State,Massachusetts,Non-Hispanic American Indian and Alaskan Native alone,2014,Number,9479
State,Massachusetts,Non-Hispanic Asian alone,2014,Number,330762
State,Massachusetts,Non-Hispanic Black alone,2014,Number,346473
State,Massachusetts,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2014,Number,2094
State,Massachusetts,Non-Hispanic Two or More Race Groups,2014,Number,61458
State,Massachusetts,Non-Hispanic White alone,2014,Number,4118601
State,Massachusetts,Total Ages 18 and Over,2014,Number,5371646
State,Maryland,Hispanic or Latino,2014,Number,367916
State,Maryland,Non-Hispanic American Indian and Alaskan Native alone,2014,Number,11406
State,Maryland,Non-Hispanic Asian alone,2014,Number,285123
State,Maryland,Non-Hispanic Black alone,2014,Number,1330708
State,Maryland,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2014,Number,2304
State,Maryland,Non-Hispanic Two or More Race Groups,2014,Number,68209
State,Maryland,Non-Hispanic White alone,2014,Number,2547063
State,Maryland,Total Ages 18 and Over,2014,Number,4612729
State,Louisiana,Hispanic or Latino,2014,Number,156217
State,Louisiana,Non-Hispanic American Indian and Alaskan Native alone,2014,Number,21920
State,Louisiana,Non-Hispanic Asian alone,2014,Number,60187
State,Louisiana,Non-Hispanic Black alone,2014,Number,1077515
State,Louisiana,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2014,Number,1334
State,Louisiana,Non-Hispanic Two or More Race Groups,2014,Number,31393
State,Louisiana,Non-Hispanic White alone,2014,Number,2183157
State,Louisiana,Total Ages 18 and Over,2014,Number,3531723
State,Maine,Hispanic or Latino,2014,Number,13330
State,Maine,Non-Hispanic American Indian and Alaskan Native alone,2014,Number,6465
State,Maine,Non-Hispanic Asian alone,2014,Number,11767
State,Maine,Non-Hispanic Black alone,2014,Number,11495
State,Maine,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2014,Number,260
State,Maine,Non-Hispanic Two or More Race Groups,2014,Number,11485
State,Maine,Non-Hispanic White alone,2014,Number,1016631
State,Maine,Total Ages 18 and Over,2014,Number,1071433
State,Kansas,Hispanic or Latino,2014,Number,198525
State,Kansas,Non-Hispanic American Indian and Alaskan Native alone,2014,Number,17677
State,Kansas,Non-Hispanic Asian alone,2014,Number,60812
State,Kansas,Non-Hispanic Black alone,2014,Number,122796
State,Kansas,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2014,Number,1598
State,Kansas,Non-Hispanic Two or More Race Groups,2014,Number,33718
State,Kansas,Non-Hispanic White alone,2014,Number,1744019
State,Kansas,Total Ages 18 and Over,2014,Number,2179145
State,Kentucky,Hispanic or Latino,2014,Number,92869
State,Kentucky,Non-Hispanic American Indian and Alaskan Native alone,2014,Number,7524
State,Kentucky,Non-Hispanic Asian alone,2014,Number,44011
State,Kentucky,Non-Hispanic Black alone,2014,Number,259644
State,Kentucky,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2014,Number,1727
State,Kentucky,Non-Hispanic Two or More Race Groups,2014,Number,33069
State,Kentucky,Non-Hispanic White alone,2014,Number,2963059
State,Kentucky,Total Ages 18 and Over,2014,Number,3401903
State,Iowa,Hispanic or Latino,2014,Number,103091
State,Iowa,Non-Hispanic American Indian and Alaskan Native alone,2014,Number,6459
State,Iowa,Non-Hispanic Asian alone,2014,Number,53941
State,Iowa,Non-Hispanic Black alone,2014,Number,68429
State,Iowa,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2014,Number,1642
State,Iowa,Non-Hispanic Two or More Race Groups,2014,Number,20373
State,Iowa,Non-Hispanic White alone,2014,Number,2127752
State,Iowa,Total Ages 18 and Over,2014,Number,2381687
State,Indiana,Hispanic or Latino,2014,Number,262815
State,Indiana,Non-Hispanic American Indian and Alaskan Native alone,2014,Number,11869
State,Indiana,Non-Hispanic Asian alone,2014,Number,100674
State,Indiana,Non-Hispanic Black alone,2014,Number,434893
State,Indiana,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2014,Number,1605
State,Indiana,Non-Hispanic Two or More Race Groups,2014,Number,50611
State,Indiana,Non-Hispanic White alone,2014,Number,4150900
State,Indiana,Total Ages 18 and Over,2014,Number,5013367
State,Illinois,Hispanic or Latino,2014,Number,1405279
State,Illinois,Non-Hispanic American Indian and Alaskan Native alone,2014,Number,15310
State,Illinois,Non-Hispanic Asian alone,2014,Number,528873
State,Illinois,Non-Hispanic Black alone,2014,Number,1361140
State,Illinois,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2014,Number,2708
State,Illinois,Non-Hispanic Two or More Race Groups,2014,Number,95126
State,Illinois,Non-Hispanic White alone,2014,Number,6483436
State,Illinois,Total Ages 18 and Over,2014,Number,9891872
State,Georgia,Hispanic or Latino,2014,Number,571473
State,Georgia,Non-Hispanic American Indian and Alaskan Native alone,2014,Number,17980
State,Georgia,Non-Hispanic Asian alone,2014,Number,286118
State,Georgia,Non-Hispanic Black alone,2014,Number,2271908
State,Georgia,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2014,Number,4476
State,Georgia,Non-Hispanic Two or More Race Groups,2014,Number,84360
State,Georgia,Non-Hispanic White alone,2014,Number,4345415
State,Georgia,Total Ages 18 and Over,2014,Number,7581730
State,Hawaii,Hispanic or Latino,2014,Number,88021
State,Hawaii,Non-Hispanic American Indian and Alaskan Native alone,2014,Number,2579
State,Hawaii,Non-Hispanic Asian alone,2014,Number,444755
State,Hawaii,Non-Hispanic Black alone,2014,Number,20268
State,Hawaii,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2014,Number,98271
State,Hawaii,Non-Hispanic Two or More Race Groups,2014,Number,177435
State,Hawaii,Non-Hispanic White alone,2014,Number,275888
State,Hawaii,Total Ages 18 and Over,2014,Number,1107217
State,Idaho,Hispanic or Latino,2014,Number,118691
State,Idaho,Non-Hispanic American Indian and Alaskan Native alone,2014,Number,13288
State,Idaho,Non-Hispanic Asian alone,2014,Number,16411
State,Idaho,Non-Hispanic Black alone,2014,Number,6978
State,Idaho,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2014,Number,1920
State,Idaho,Non-Hispanic Two or More Race Groups,2014,Number,16478
State,Idaho,Non-Hispanic White alone,2014,Number,1027168
State,Idaho,Total Ages 18 and Over,2014,Number,1200934
State,Florida,Hispanic or Latino,2014,Number,3603222
State,Florida,Non-Hispanic American Indian and Alaskan Native alone,2014,Number,41409
State,Florida,Non-Hispanic Asian alone,2014,Number,417145
State,Florida,Non-Hispanic Black alone,2014,Number,2264544
State,Florida,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2014,Number,9534
State,Florida,Non-Hispanic Two or More Race Groups,2014,Number,167223
State,Florida,Non-Hispanic White alone,2014,Number,9295751
State,Florida,Total Ages 18 and Over,2014,Number,15798828
State,Delaware,Hispanic or Latino,2014,Number,51672
State,Delaware,Non-Hispanic American Indian and Alaskan Native alone,2014,Number,2431
State,Delaware,Non-Hispanic Asian alone,2014,Number,26780
State,Delaware,Non-Hispanic Black alone,2014,Number,147488
State,Delaware,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2014,Number,234
State,Delaware,Non-Hispanic Two or More Race Groups,2014,Number,9599
State,Delaware,Non-Hispanic White alone,2014,Number,491363
State,Delaware,Total Ages 18 and Over,2014,Number,729567
City,District of Columbia,Hispanic or Latino,2014,Number,51721
City,District of Columbia,Non-Hispanic American Indian and Alaskan Native alone,2014,Number,1226
City,District of Columbia,Non-Hispanic Asian alone,2014,Number,22833
City,District of Columbia,Non-Hispanic Black alone,2014,Number,247039
City,District of Columbia,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2014,Number,242
City,District of Columbia,Non-Hispanic Two or More Race Groups,2014,Number,9924
City,District of Columbia,Non-Hispanic White alone,2014,Number,214815
City,District of Columbia,Total Ages 18 and Over,2014,Number,547800
State,Colorado,Hispanic or Latino,2014,Number,743786
State,Colorado,Non-Hispanic American Indian and Alaskan Native alone,2014,Number,26697
State,Colorado,Non-Hispanic Asian alone,2014,Number,124341
State,Colorado,Non-Hispanic Black alone,2014,Number,157851
State,Colorado,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2014,Number,5037
State,Colorado,Non-Hispanic Two or More Race Groups,2014,Number,62056
State,Colorado,Non-Hispanic White alone,2014,Number,2984719
State,Colorado,Total Ages 18 and Over,2014,Number,4104487
State,Connecticut,Hispanic or Latino,2014,Number,365446
State,Connecticut,Non-Hispanic American Indian and Alaskan Native alone,2014,Number,5550
State,Connecticut,Non-Hispanic Asian alone,2014,Number,118926
State,Connecticut,Non-Hispanic Black alone,2014,Number,267162
State,Connecticut,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2014,Number,959
State,Connecticut,Non-Hispanic Two or More Race Groups,2014,Number,30341
State,Connecticut,Non-Hispanic White alone,2014,Number,2034285
State,Connecticut,Total Ages 18 and Over,2014,Number,2822669
State,Arkansas,Hispanic or Latino,2014,Number,126278
State,Arkansas,Non-Hispanic American Indian and Alaskan Native alone,2014,Number,16523
State,Arkansas,Non-Hispanic Asian alone,2014,Number,32940
State,Arkansas,Non-Hispanic Black alone,2014,Number,328587
State,Arkansas,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2014,Number,4510
State,Arkansas,Non-Hispanic Two or More Race Groups,2014,Number,27030
State,Arkansas,Non-Hispanic White alone,2014,Number,1725453
State,Arkansas,Total Ages 18 and Over,2014,Number,2261321
State,California,Hispanic or Latino,2014,Number,10098851
State,California,Non-Hispanic American Indian and Alaskan Native alone,2014,Number,130124
State,California,Non-Hispanic Asian alone,2014,Number,4304871
State,California,Non-Hispanic Black alone,2014,Number,1720381
State,California,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2014,Number,108471
State,California,Non-Hispanic Two or More Race Groups,2014,Number,593798
State,California,Non-Hispanic White alone,2014,Number,12494230
State,California,Total Ages 18 and Over,2014,Number,29450726
State,Arizona,Hispanic or Latino,2014,Number,1349676
State,Arizona,Non-Hispanic American Indian and Alaskan Native alone,2014,Number,190346
State,Arizona,Non-Hispanic Asian alone,2014,Number,166284
State,Arizona,Non-Hispanic Black alone,2014,Number,200284
State,Arizona,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2014,Number,9292
State,Arizona,Non-Hispanic Two or More Race Groups,2014,Number,68909
State,Arizona,Non-Hispanic White alone,2014,Number,3123424
State,Arizona,Total Ages 18 and Over,2014,Number,5108215
State,Alaska,Hispanic or Latino,2014,Number,32069
State,Alaska,Non-Hispanic American Indian and Alaskan Native alone,2014,Number,72396
State,Alaska,Non-Hispanic Asian alone,2014,Number,32901
State,Alaska,Non-Hispanic Black alone,2014,Number,18412
State,Alaska,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2014,Number,5674
State,Alaska,Non-Hispanic Two or More Race Groups,2014,Number,24946
State,Alaska,Non-Hispanic White alone,2014,Number,363685
State,Alaska,Total Ages 18 and Over,2014,Number,550083
Nation,United States,Hispanic or Latino,2014,Number,37122200
Nation,United States,Non-Hispanic American Indian and Alaskan Native alone,2014,Number,1716937
Nation,United States,Non-Hispanic Asian alone,2014,Number,13189343
Nation,United States,Non-Hispanic Black alone,2014,Number,29339596
Nation,United States,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2014,Number,400500
Nation,United States,Non-Hispanic Two or More Race Groups,2014,Number,3406784
Nation,United States,Non-Hispanic White alone,2014,Number,159617752
Nation,United States,Total Ages 18 and Over,2014,Number,244793112
State,Alabama,Hispanic or Latino,2014,Number,119869
State,Alabama,Non-Hispanic American Indian and Alaskan Native alone,2014,Number,21282
State,Alabama,Non-Hispanic Asian alone,2014,Number,48702
State,Alabama,Non-Hispanic Black alone,2014,Number,951022
State,Alabama,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2014,Number,1644
State,Alabama,Non-Hispanic Two or More Race Groups,2014,Number,35934
State,Alabama,Non-Hispanic White alone,2014,Number,2559067
State,Alabama,Total Ages 18 and Over,2014,Number,3737520
Nation,United States,Hispanic or Latino,2016,Number,39030166
Nation,United States,Non-Hispanic American Indian and Alaskan Native alone,2016,Number,1760294
Nation,United States,Non-Hispanic Asian alone,2016,Number,14107943
Nation,United States,Non-Hispanic Black alone,2016,Number,30117024
Nation,United States,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2016,Number,420645
Nation,United States,Non-Hispanic Two or More Race Groups,2016,Number,3665348
Nation,United States,Non-Hispanic White alone,2016,Number,160271042
Nation,United States,Total Ages 18 and Over,2016,Number,249372462
State,Alaska,Hispanic or Latino,2016,Number,33739
State,Alaska,Non-Hispanic American Indian and Alaskan Native alone,2016,Number,73506
State,Alaska,Non-Hispanic Asian alone,2016,Number,35138
State,Alaska,Non-Hispanic Black alone,2016,Number,18751
State,Alaska,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2016,Number,6155
State,Alaska,Non-Hispanic Two or More Race Groups,2016,Number,26065
State,Alaska,Non-Hispanic White alone,2016,Number,362078
State,Alaska,Total Ages 18 and Over,2016,Number,555432
State,Alabama,Hispanic or Latino,2016,Number,123675
State,Alabama,Non-Hispanic American Indian and Alaskan Native alone,2016,Number,21970
State,Alabama,Non-Hispanic Asian alone,2016,Number,52324
State,Alabama,Non-Hispanic Black alone,2016,Number,966846
State,Alabama,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2016,Number,1717
State,Alabama,Non-Hispanic Two or More Race Groups,2016,Number,38166
State,Alabama,Non-Hispanic White alone,2016,Number,2561665
State,Alabama,Total Ages 18 and Over,2016,Number,3766363
State,Arizona,Hispanic or Latino,2016,Number,1436185
State,Arizona,Non-Hispanic American Indian and Alaskan Native alone,2016,Number,196155
State,Arizona,Non-Hispanic Asian alone,2016,Number,183139
State,Arizona,Non-Hispanic Black alone,2016,Number,217603
